SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,qhts_cyp1a2,qhts_cyp2c9,qhts_cyp2d6,qhts_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F,,,,,,,,,,,4.251811972993799,,,,
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCCC(=O)O)c3ccccc3)c2=O)c1F,,,,,,,,,,,4.537602002101044,,,,
COc1cccc(-c2c(C)n(Cc3c(F)cccc3Cl)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,,,,,,,,,,,4.958607314841775,,,,
COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,,,,,,,,,,,6.154901959985743,,,,
COc1cccc(-c2cc(=O)c3cc(O)ccc3o2)c1,,,,,5.801342913045578,4.59999938302362,,4.800000874803203,,,,,,,
COc1cccc(-c2cc(=O)c3ccc(OC)cc3o2)c1,,,,,,,,5.0999990348465305,,,,,,,
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,,,,,6.399820982370912,4.499999678657065,5.099999581590364,5.099999581590364,,,,,,,
COc1cccc(-c2cc(C(=O)N/N=C/c3ccc(OC)c(COC(C)=O)c3)c3ccccc3n2)c1,,,,,,6.40000018605658,,5.749999855918706,,,,,,,
COc1cccc(-c2cc(C(=O)Nc3cccc(O)c3)no2)c1,,,,,5.100000128334196,,4.650000220873455,5.0,,,,,,,
COc1cccc(-c2cc(C(F)(F)F)n3ncc(S(=O)(=O)c4ccccc4)c3n2)c1,,,,,,,,5.40000018605658,,,,,,,
COc1cccc(-c2cc(C(F)(F)F)nc(N3CCCCC3)n2)c1,,,,,6.0,6.450000476425332,,4.700000503883016,,,,,,,
COc1cccc(-c2cc(C(F)(F)F)nc(N3CCN(c4ccccc4)CC3)n2)c1,,,,,4.899998417198648,,,,,,,,,,
COc1cccc(-c2cc(C(F)(F)F)nc(N3CCOCC3)n2)c1,,,,,6.100000128334196,4.800000874803203,,4.550000451689026,,,,,,,
COc1cccc(-c2cc(CN3C(=O)c4ccccc4C3=O)no2)c1,5.870257998,,,,,,,,,,,,,,
COc1cccc(-c2cc(CNC(=O)[C@H]3OC[C@H]4CCC[C@H]43)on2)c1,,4.954166042,,4.698830915,,,,,,,,,,,
COc1cccc(-c2cc(N(C)Cc3ccco3)ncn2)c1,,,,,6.10008981295355,,4.800000874803203,4.59999938302362,,,,,,,
COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,,,,,,,,,,,6.130768280269024,,,,
COc1cccc(-c2cc(NCCc3c[nH]c4ccc(OC)cc34)ncn2)c1,,,,,6.10008981295355,5.799998134593398,4.800000874803203,5.099999581590364,,,,,,,
COc1cccc(-c2cc(NCc3ccc(OC)cc3OC)ncn2)c1,,,,,5.699485254109518,,4.899998417198648,5.599998518547832,,,,,,,
COc1cccc(-c2cc(NCc3cccc(C)c3)ncn2)c1,,,,,6.10008981295355,,4.700000503883016,5.099999581590364,,,,,,,
COc1cccc(-c2cc(NCc3ccccc3)ncn2)c1,,,,,5.699485254109518,,4.899998417198648,4.59999938302362,,,,,,,
COc1cccc(-c2cc(NCc3ccccc3OC)ncn2)c1,,,,,5.899813936040543,,4.800000874803203,4.800000874803203,,,,,,,
COc1cccc(-c2cc(NCc3cccnc3)ncn2)c1,,,,,6.199985438932609,,4.59999938302362,5.39999854971442,,,,,,,
COc1cccc(-c2cc(NCc3cccs3)ncn2)c1,,,,,5.899813936040543,,4.899998417198648,5.099999581590364,,,,,,,
COc1cccc(-c2cc(NCc3cnc(C)cn3)ncn2)c1,,,,,5.300081238289086,,4.59999938302362,4.59999938302362,,,,,,,
COc1cccc(-c2cc3nc(-c4ccccc4)cc(N4CCC5(CC4)OCCO5)n3n2)c1,,,,,6.59999938302362,5.550000451689026,,4.700000503883016,,,,,,,
COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl,,,,,,,,,,,,4.250986048280642,4.450986923520547,5.6009842743512355,
COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,,,,,,,,,,,6.0,,,,
COc1cccc(-c2ccc(CNC(=O)c3ccncn3)cc2)c1,,,5.072708598,,,,,,,,,,,,
COc1cccc(-c2ccc(NC(=O)Nc3ccc(-c4ccnc5[nH]cnc45)cc3)cc2)c1,,,,,,,,,,,7.318758762624412,,,,
COc1cccc(-c2ccc3ncnc(N(C)C)c3c2)c1,,,,,6.10008981295355,,5.0,5.099999581590364,,,,,,,
COc1cccc(-c2ccc3ncnc(N(C)Cc4ccco4)c3c2)c1,,,,,5.899813936040543,5.900008766455316,5.0,4.899998417198648,,,,,,,
COc1cccc(-c2ccc3ncnc(N4CCN(C)CC4)c3c2)c1,,,,,5.400058556991446,,4.40000018605658,4.800000874803203,,,,,,,
COc1cccc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,,,,,6.10008981295355,,,5.0,,,,,,,
COc1cccc(-c2ccc3ncnc(N4CCOCC4)c3c2)c1,,,,,6.0,,4.499999678657065,5.0,,,,,,,
COc1cccc(-c2ccc3ncnc(NC4CC4)c3c2)c1,,,,,6.699485254109518,,4.59999938302362,5.699996150664601,,,,,,,
COc1cccc(-c2ccc3ncnc(NC4CCNCC4)c3c2)c1,,,,,4.699485254109518,,,4.499999678657065,,,,,,,
COc1cccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)c1,,,,,5.10008981295355,,4.59999938302362,5.0,,,,,,,
COc1cccc(-c2ccc3ncnc(NCCNC(C)=O)c3c2)c1,,,,,5.500156298019331,,4.40000018605658,4.800000874803203,,,,,,,
COc1cccc(-c2ccc3ncnc(NCCc4c[nH]c5ccc(OC)cc45)c3c2)c1,,,,,5.400058556991446,6.400004004236241,5.599998518547832,5.900003591826982,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4ccc(OC)cc4OC)c3c2)c1,,,,,5.600162830771291,6.299994570061653,4.700000503883016,5.599998518547832,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)c1,,,,,6.10008981295355,6.400004004236241,5.499998305302686,5.299998902651582,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4ccccc4OC)c3c2)c1,,,,,6.10008981295355,6.199985438932609,5.099999581590364,5.799999504698301,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4cccnc4)c3c2)c1,,,,,6.600162830771291,5.799998134593398,5.0,6.0,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,,,,,6.300081238289086,6.199985438932609,5.0,5.099999581590364,,,,,,,
COc1cccc(-c2ccc3ncnc(NCc4cnc(C)cn4)c3c2)c1,,,,,5.600162830771291,,4.499999678657065,5.099999581590364,,,,,,,
COc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1,,,,,6.0,6.199970640755866,,5.0,,,,,,,
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,,,,,,,,,,,7.0,,,,
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,,,,,,,,,,,4.443697499232712,,,,
COc1cccc(-c2cn(Cc3c(F)cccc3F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,,,,,,,,,,,6.221848749616356,,,,
COc1cccc(-c2cn(Cc3c(F)cccc3F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,,,,,,,,,,,4.481486060122112,,,,
COc1cccc(-c2cn(Cc3c(F)cccc3S(C)(=O)=O)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,,,,,,,,,,,6.42021640338319,,,,
COc1cccc(-c2cncnc2-n2ccnc2)c1,,,,,7.0,6.199985438932609,4.899998417198648,6.500018906530437,,,,,,,
COc1cccc(-c2cncnc2N(C)Cc2ccco2)c1,,,,,5.0,,4.899998417198648,5.599998518547832,,,,,,,
COc1cccc(-c2cncnc2NCCN2CCOCC2)c1,,,,,4.80067189392439,,5.0,5.499998305302686,,,,,,,
COc1cccc(-c2cncnc2NCCc2c[nH]c3ccc(OC)cc23)c1,,,,,5.699485254109518,7.0,5.599998518547832,6.299994570061653,,,,,,,
COc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1,,,,,6.400058556991446,6.599989873979231,5.099999581590364,6.199985438932609,,,,,,,
COc1cccc(-c2cncnc2NCc2ccc(OC)cc2OC)c1,,,,,5.400058556991446,6.0,5.099999581590364,6.299994570061653,,,,,,,
COc1cccc(-c2cncnc2NCc2cccc(C)c2)c1,,,,,5.699485254109518,,4.899998417198648,6.400004004236241,,,,,,,
COc1cccc(-c2cncnc2NCc2ccccc2)c1,,,,,5.300081238289086,6.7999858041247165,4.40000018605658,6.500018906530437,,,,,,,
COc1cccc(-c2cncnc2NCc2ccccc2OC)c1,,,,,5.400058556991446,6.199985438932609,5.099999581590364,6.299994570061653,,,,,,,
COc1cccc(-c2cncnc2NCc2cccnc2)c1,,,,,6.10008981295355,,4.700000503883016,5.900003591826982,,,,,,,
COc1cccc(-c2cncnc2NCc2cccs2)c1,,,,,5.899813936040543,6.400004004236241,4.700000503883016,5.799999504698301,,,,,,,
COc1cccc(-c2cncnc2NCc2cnc(C)cn2)c1,,,,,4.899813936040543,,4.800000874803203,5.799999504698301,,,,,,,
COc1cccc(-c2cncnc2Nc2ccc(F)cc2)c1,,,,,5.600162830771291,,4.40000018605658,6.100007782892403,,,,,,,
COc1cccc(-c2cncnc2Nc2ccccc2)c1,,,,,5.600162830771291,,4.899998417198648,6.0,,,,,,,
COc1cccc(-c2csc(N3CCN(C(=S)Nc4ccccc4)CC3)n2)c1,,,,,5.499999678657065,6.800000874803203,,5.049999969853415,,,,,,,
COc1cccc(-c2csc(N3CCN(CC(=O)NNC(=O)c4ccc(Cl)cc4)CC3)n2)c1,,,,,5.049999969853415,5.899998417198648,,4.949999401714239,,,,,,,
COc1cccc(-c2nc(C(=O)NC3CCN(c4ncccn4)CC3)c(C)[nH]2)c1,4.98344575,,,,,,,,,,,,,,
COc1cccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)c1,,,,,,,,,6.187086643357144,,4.721246399047171,,,,
COc1cccc(-c2nc(CS(=O)(=O)CC(=O)NCCCOC(C)C)c(C)o2)c1,,,,,,4.949999401714239,,5.100000128334196,,,,,,,
COc1cccc(-c2nc(CS(=O)CC(=O)N3CCC4(CC3)OCCO4)c(C)o2)c1,,,,,,,,4.899998417198648,,,,,,,
COc1cccc(-c2nc(N(C)C)c3ccccc3n2)c1,,,,,6.600162830771291,6.100015437450609,4.899998417198648,5.299998902651582,,,,,,,
COc1cccc(-c2nc(N(C)Cc3ccco3)c3ccccc3n2)c1,,,,,6.500156298019331,,5.299998902651582,5.0,,,,,,,
COc1cccc(-c2nc(N3CCN(C)CC3)c3ccccc3n2)c1,,,,,6.0,,5.099999581590364,4.800000874803203,,,,,,,
COc1cccc(-c2nc(N3CCNCC3)c3ccccc3n2)c1,,,,,5.699485254109518,,5.199999204645692,4.59999938302362,,,,,,,
COc1cccc(-c2nc(NC3CC3)c3ccccc3n2)c1,,,,,6.899813936040543,,5.099999581590364,5.900003591826982,,,,,,,
COc1cccc(-c2nc(NC3CCNCC3)c3ccccc3n2)c1,,,,,4.899813936040543,,,4.59999938302362,,,,,,,
COc1cccc(-c2nc(NCCN3CCOCC3)c3ccccc3n2)c1,,,,,5.400058556991446,,4.899998417198648,4.899998417198648,,,,,,,
COc1cccc(-c2nc(NCCNC(C)=O)c3ccccc3n2)c1,,,,,5.600162830771291,,5.39999854971442,4.899998417198648,,,,,,,
COc1cccc(-c2nc(NCCc3c[nH]c4ccc(OC)cc34)c3ccccc3n2)c1,,,,,5.80067189392439,6.100007782892403,4.700000503883016,5.699996150664601,,,,,,,
COc1cccc(-c2nc(NCc3ccc(OC)cc3OC)c3ccccc3n2)c1,,,,,5.80067189392439,6.500018906530437,4.800000874803203,5.39999854971442,,,,,,,
COc1cccc(-c2nc(NCc3ccccc3)c3ccccc3n2)c1,,,,,5.500156298019331,5.900003591826982,4.700000503883016,4.899998417198648,,,,,,,
COc1cccc(-c2nc(NCc3ccccc3OC)c3ccccc3n2)c1,,,,,6.199985438932609,6.0,5.0,5.39999854971442,,,,,,,
COc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,,,,,6.80067189392439,,4.59999938302362,5.699996150664601,,,,,,,
COc1cccc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,,,,,6.500156298019331,,4.899998417198648,5.499998305302686,,,,,,,
COc1cccc(-c2nc(NCc3cnc(C)cn3)c3ccccc3n2)c1,,,,,6.400058556991446,,4.40000018605658,5.599998518547832,,,,,,,
COc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)c1,,,,,6.10008981295355,,4.59999938302362,5.599998518547832,,,,,,,
COc1cccc(-c2nccc(-n3ccnc3)n2)c1,,,,,7.500156298019331,,5.099999581590364,6.0,,,,,,,
COc1cccc(-c2nccc(N(C)Cc3ccco3)n2)c1,,,,,6.199985438932609,,5.900003591826982,4.700000503883016,,,,,,,
COc1cccc(-c2nccc(NC3CCNCC3)n2)c1,,,,,5.199985438932609,,,,,,,,,,
COc1cccc(-c2nccc(NCCc3c[nH]c4ccc(OC)cc34)n2)c1,,,,,6.699485254109518,6.299994570061653,5.099999581590364,5.499998305302686,,,,,,,
COc1cccc(-c2nccc(NCc3ccc(OC)cc3OC)n2)c1,,,,,6.0,,4.899998417198648,5.499998305302686,,,,,,,
COc1cccc(-c2nccc(NCc3cccc(C)c3)n2)c1,,,,,6.500156298019331,5.799998134593398,5.0,5.39999854971442,,,,,,,
COc1cccc(-c2nccc(NCc3ccccc3)n2)c1,,,,,6.300081238289086,,6.0,5.39999854971442,,,,,,,
COc1cccc(-c2nccc(NCc3ccccc3OC)n2)c1,,,,,5.899813936040543,5.900003591826982,6.400004004236241,5.599998518547832,,,,,,,
COc1cccc(-c2nccc(NCc3cccnc3)n2)c1,,,,,6.80067189392439,,4.59999938302362,5.900003591826982,,,,,,,
COc1cccc(-c2nccc(NCc3cccs3)n2)c1,,,,,6.699485254109518,,6.500018906530437,5.299998902651582,,,,,,,
COc1cccc(-c2nccc(NCc3cnc(C)cn3)n2)c1,,,,,6.300081238289086,,,5.199999204645692,,,,,,,
COc1cccc(-c2nnc3n2N=C(C(C)(C)C)CS3)c1,,,,,5.550000451689026,4.749999855918706,,,,,,,,,
COc1cccc(-c2nnc3sc(-c4ccc(C)cc4)nn23)c1,,,,,5.149999867728904,5.0,,5.100000128334196,,,,,,,
COc1cccc(-c2noc(-c3cccnc3)n2)c1,,,,,5.550000451689026,4.800000874803203,,5.300000202445418,,,,,,,
COc1cccc(-c2noc(Cn3nc(C)c([N+](=O)[O-])c3C)n2)c1,,,,,5.40000018605658,5.349999603463148,,4.849999245077862,,,,,,,
COc1cccc(-c2oc3ccccc3c(=O)c2O)c1,,,,,6.698970004336019,4.899998417198648,4.499999678657065,4.899998417198648,,,,,,,
COc1cccc(-n2c(C)n[nH]c2=O)c1,,,,,4.849999245077862,,,,,,,,,,
COc1cccc(-n2c(O)c(C=NCc3ccc4c(c3)OCO4)c(=O)[nH]c2=O)c1,,,,,,,,5.149999867728904,,,,,,,
COc1cccc(-n2c(SCC(=O)Nc3sc4c(c3C(N)=O)CCC4)nc3ccccc3c2=O)c1,,,,,5.200000237109354,6.049999969853415,,,,,,,,,
COc1cccc(-n2ccnc2SCC(=O)Nc2nccs2)c1,,,,,5.899998417198648,4.949999401714239,4.899998417198648,5.450000476425332,,,,,,,
COc1cccc(/C(O)=C2/C(=O)C(=O)N(Cc3cccnc3)C2c2ccco2)c1,,,,,,6.40000018605658,,4.849999245077862,,,,,,,
COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1,,,,,,4.849999245077862,,4.550000451689026,,,,,,,
COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3ccccn3)C2c2ccc(OC)c(OC)c2)c1,,,,,,4.800000874803203,,,,,,,,,
COc1cccc(/C=C/C2=CC3(C)CC2(C)C(c2cccc(OC)c2)CC3=O)c1,,,,,,5.499996931948306,5.499996931948306,5.399996913372259,,,,,,,
COc1cccc(/C=N/NC(=O)C(=O)NCc2cccnc2)c1,,,,,,4.650000220873455,,,,,,,,,
COc1cccc(/C=N/NC(=O)CO/N=C(\C)c2cccs2)c1OC,,,,,5.849999245077863,,,4.899998417198648,,,,,,,
COc1cccc(/C=N/NC(=O)CSc2nnc(C)n2-c2ccccc2)c1O,,,,,,,,5.349999603463148,,,,,,,
COc1cccc(/C=N/NC(=O)c2c(-c3ccccc3)noc2C)c1,,,,,,5.450000476425332,4.749999855918706,,,,,,,,
COc1cccc(/C=N/NC(=O)c2cc(-c3cccn3C)n[nH]2)c1,,,,,5.200000237109354,,,,,,,,,,
COc1cccc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)c1OS(=O)(=O)c1ccc(C)cc1,,,,,5.200000237109354,5.450000476425332,5.450000476425332,5.949999401714238,,,,,,,
COc1cccc(/C=N/NC(=O)c2nc(-c3ccccc3)cc(-c3ccccc3)n2)c1,,,,,5.499999678657065,,,,,,,,,,
COc1cccc(/C=N/Nc2nc(N3CCCC3)nc(N3CCCC3)n2)c1O,,,,,5.59999938302362,4.899998417198648,,5.0,,,,,,,
COc1cccc(/C=N/n2c(=S)n(C)c3cc(C)c(C)cc32)c1OC,,,,,5.650000220873455,,,,,,,,,,
COc1cccc(/C=N\NC(=O)C2C(=O)NCC2c2ccccc2)c1O,,,,,4.749999855918706,4.849999245077862,,4.59999938302362,,,,,,,
COc1cccc(=O)c2c(C)n(-c3cc(C)cc(C)c3)c(C)c12,,,,,5.0,5.40000018605658,,5.349999603463148,,,,,,,
COc1cccc(C(=O)/C=C/c2ccc(SC)cc2)c1,,,,,5.59999938302362,,4.849999245077862,5.40000018605658,,,,,,,
COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,,,,,,,,,,,,4.760030197409634,4.560029756289291,5.8600265120155415,4.9100313379205005
COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,,,,,,,,,4.638272163982407,,,,,,
COc1cccc(C(=O)N(C)c2nnc(-c3ccncc3)s2)c1,,,,,4.899998417198648,5.700000503883016,5.700000503883016,5.200000237109354,,,,,,,
COc1cccc(C(=O)N(Cc2ccccc2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)c1,,,,,4.849999245077862,5.0,,5.40000018605658,,,,,,,
COc1cccc(C(=O)N/N=C/c2cn[nH]c2-c2ccc(OC)cc2OC)c1,,,,,4.59999938302362,4.849999245077862,,5.899998417198648,,,,,,,
COc1cccc(C(=O)N2N=C(c3cccc(OC)c3)CC2(O)C(F)(F)F)c1,,,,,4.849999245077862,5.800000874803203,,5.100000128334196,,,,,,,
COc1cccc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2)c1.Cl,,,,,,7.300000202445418,4.949999401714239,,,,,,,,
COc1cccc(C(=O)NCC(=O)NC2CC(C)(C)Oc3ccccc32)c1,,4.304121037,4.546951897,4.965954425,,,,,,,,,,,
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,,,,,4.899813936040543,,4.499999678657065,4.800000874803203,,,,,,,
COc1cccc(C(=O)NCCN2CCOCC2)c1,,,,,,5.450000476425332,,,,,,,,,
COc1cccc(C(=O)NCCNC(=O)C2COc3ccccc3C2)c1,,4.924880705,,,,,,,,,,,,,
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,,,,,,,,,,,,,4.748865707419434,4.3988649544426,6.148864004988426
COc1cccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)c1,,,,,5.59999938302362,,,5.100000128334196,,,,,,,
COc1cccc(C(=O)Nc2ccc(-c3nnc(-c4ccco4)o3)cc2)c1,,,,,,,,5.349999603463148,,,,,,,
COc1cccc(C(=O)Nc2ccc(NC(=O)c3ccco3)cn2)c1,,,,,,4.849999245077862,,,,,,,,,
COc1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1,,,,,4.899998417198648,,,,,,,,,,
COc1cccc(C(=O)n2c(SC)nc3cc4c(cc32)OCCO4)c1,,,,,5.300000202445418,4.700000503883016,,,,,,,,,
COc1cccc(C(C(=O)Nc2ccc(F)cc2)N(C(=O)Cn2nnc3ccccc32)C2CC2)c1,,,,,,4.899998417198648,,5.550000451689026,,,,,,,
COc1cccc(C(C)C(=O)N2CCCC(c3cn(C)nn3)C2)c1,,4.367484565,,,,,,,,,,,,,
COc1cccc(C(C)C(=O)N2CCc3nc[nH]c3C23CCC3)c1,,,,5.405866807,,,,,,,,,,,
COc1cccc(C(C)C(=O)N2CCc3nccc(O)c3C2)c1,,3.104872863,,4.7326969,,,,,,,,,,,
COc1cccc(C(CC(=O)Nc2cccc3ccccc23)NC(=O)c2ccccc2)c1,,,,,,6.59999938302362,,5.650000220873455,,,,,,,
COc1cccc(C(CNS(=O)(=O)CCC2CCCO2)N2CCCC2)c1,,,5.530706992,,,,,,,,,,,,
COc1cccc(C(CNc2nc(C)c3ccccc3n2)N(C)C)c1,,,6.506942547,,,,,,,,,,,,
COc1cccc(C(O)CNC(=O)COc2ccc3ccccc3c2)c1,5.886630562,5.50024322,,,,,,,,,,,,,
COc1cccc(C(O)CNC(=O)c2ccc(N3CCCCCC3)nc2)c1,,4.789169343,,,,,,,,,,,,,
COc1cccc(C(O)CNC(=O)c2cnn(C)c2Cc2ccccc2)c1,3.85430554,,,,,,,,,,,,,,
COc1cccc(C(OC)C(=O)N(C)C(C)c2cccc(S(N)(=O)=O)c2)c1,,,,4.54065294,,,,,,,,,,,
COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,,,,,5.149999867728904,,,,,,,,,,
COc1cccc(C2(C(=O)NC(C)Cc3cccnc3)CC2)c1,4.01257303,,,6.227752448,,,,,,,,,,,
COc1cccc(C2(NC(=O)NCc3c4c(nn3C)CCCC4)CCC2)c1,,,,5.26182954,,,,,,,,,,,
COc1cccc(C2=CC(c3ccccc3)n3nnnc3N2)c1,,,,,5.949999401714238,6.300000202445418,,,,,,,,,
COc1cccc(C2=NOC(C(=O)NCc3ccccc3)C2)c1,,,,,5.100000128334196,,4.899998417198648,4.59999938302362,,,,,,,
COc1cccc(C2=NOC(C(=O)NCc3ccccn3)C2)c1,,,,,,,,4.800000874803203,,,,,,,
COc1cccc(C2=NOC(C(=O)Nc3ccc(OC)c(OC)c3)C2)c1,,,,,5.0,,,5.200000237109354,,,,,,,
COc1cccc(C2=NOC(C(=O)Nc3cccnc3)C2)c1,,,,,5.0,4.59999938302362,4.949999401714239,4.899998417198648,,,,,,,
COc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1OC,,,,,,4.849999245077862,,,,,,,,,
COc1cccc(C2C(C)CCC3C(=O)N(C)C(C(C)C)C(=O)N32)c1,,,,,,,,5.699991797446187,,,,,,,
COc1cccc(C2C3=C(CC(C)(C)CC3=O)OC(N)=C2[N+](=O)[O-])c1,,,,,,4.899998417198648,,4.800000874803203,,,,,,,
COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)NC(C)(C)C)c3N2)c1,,,,,,4.849999245077862,,4.849999245077862,,,,,,,
COc1cccc(C2CC(C)CN2C(=O)NCCNC(=O)c2cccnc2)c1,,4.24263638,,,,,,,,,,,,,
COc1cccc(C2CCN(C(=O)Cc3cc(C)on3)CC2)c1,,4.458132812,,3.78657058,,,,,,,,,,,
COc1cccc(C2CCN(S(=O)(=O)c3ccc(C#N)c(C)c3)CC2)c1,,4.574708653,,,,,,,,,,,,,
COc1cccc(C2CN(C(=O)c3ccc4c(c3)OCC(=O)N4)CCO2)c1,,5.131516197,,,,,,,,,,,,,
COc1cccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)c1,,,,,,,,,,6.3979400086720375,,,,,
COc1cccc(C2NC(c3cccc(OC)c3O)C(C)C(=O)C2C)c1O,,,,,,5.0,5.100000128334196,4.899998417198648,,,,,,,
COc1cccc(C2c3c(-c4ccccc4)n[nH]c3C(=O)N2c2ccc(C(=O)O)cc2)c1,,,,,,5.0,,,,,,,,,
COc1cccc(C=NC=Nc2cccc(OC)c2)c1,,,,,6.0,,,4.700000503883016,,,,,,,
COc1cccc(C=O)c1,,,,,,,,,,,,4.3988649544426,,,
COc1cccc(CC(=O)N2CCC(c3ccccc3OC)C2)c1,4.62330209,,,5.07529613,,,,,,,,,,,
COc1cccc(CC(=O)N2CCN(C(=O)c3cnc4ccccc4c3)CC2)c1,,3.91420461,,,,,,,,,,,,,
COc1cccc(CC(=O)Nc2cc(-c3ccnc(Cl)c3)cs2)c1,,,,,,,,,,,5.301029995663981,,,,
COc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,,,,,,,,,,,5.42021640338319,,,,
COc1cccc(CC(=O)Nc2cc(-c3ccnc(N)c3)cs2)c1,,,,,,,,,,,5.251811972993799,,,,
COc1cccc(CC(=O)Nc2cc(-c3ccncc3)cs2)c1,,,,,,,,,,,6.318758762624412,,,,
COc1cccc(CC(=O)Nc2cc(-c3ccncn3)cs2)c1,,,,,,,,,,,5.698970004336019,,,,
COc1cccc(CC(=O)Nc2ccc(-n3cnc(C)c3C)cc2)n1,4.300952497,4.34240414,,,,,,,,,,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccnc(C)c3)cs2)c1,,,,,,,,,,,5.130768280269024,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccnc(Cl)c3)cs2)c1,,,,,,,,,,,5.443697499232712,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccnc(F)c3)cs2)c1,,,,,,,,,,,5.823908740944319,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccnc(N)c3)cs2)c1,,,,,,,,,,,4.585026652029182,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccnc(OC)c3)cs2)c1,,,,,,,,,,,5.080921907623926,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccncc3)cs2)c1,,,,,,,,,,,6.1249387366083,,,,
COc1cccc(CC(=O)Nc2nc(-c3ccncn3)cs2)c1,,,,,,,,,,,5.0,,,,
COc1cccc(CC(C(=O)Nc2cc(C)ccc2C)c2nn[nH]n2)c1OC,,,,,5.499999678657065,,4.800000874803203,4.59999938302362,,,,,,,
COc1cccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)c1,,,,,,,,,,7.0,,,,,
COc1cccc(CC2CCN(C(=O)Nc3ccnc(C)n3)CC2)c1,,,,5.744499435,,,,,,,,,,,
COc1cccc(CCN(Cc2ccccc2-c2ccc(CN3C[C@@H](C)N[C@@H](C)C3)cc2)C(=O)NC2CCCCC2)c1,,,,,,,,,,,6.522878745280337,,,,
