SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4,chembl_cyp1a2,chembl_cyp2c9,chembl_cyp2d6,chembl_cyp3a4,octant_cyp3a4,aid1851_cyp1a2,aid1851_cyp2c9,aid1851_cyp2d6,aid1851_cyp3a4,aid1851_cyp2c19
COC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,4.8,5.7,,5.1,,4.800000874803203,5.700000503883016,,5.100000128334196,6.59999938302362
COC(=O)[C@H](CC(C)C)Nc1nc(Cl)nc(N[C@H]2CC[C@H](Nc3nc(Cl)nc(N[C@@H](CC(C)C)C(=O)OC)n3)CC2)n1,,,,,,,,,,,,,5.3,,,,,,,,
COC(=O)[C@H](CCSC)NC(=O)C/C=C\[C@@H](C)CO,,,,,,,,,,,,,7.0,,,,,,,,
COC(=O)[C@H](CCSC)NC(=O)NCc1ccccc1F,,,,,,,,,,,,,,,4.8,,,,,4.800000874803203,7.800000874803203
COC(=O)[C@H](Cc1c[nH]cn1)NCc1ccccc1,,,,,4.698970004336019,,,,,,,,4.7,,5.82,,,,,,
COC(=O)[C@H](Cc1ccccc1)NC(=O)C/C=C\[C@@H](C)[C@@H](CO)OC,,,,,,,,,,,,,5.5,5.4,5.5,,,5.499999678657065,5.40000018605658,5.499999678657065,
COC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCN(Cc2ccccc2)CC1,,,,,,,,,,,,,8.0,4.95,4.85,,,8.0,4.949999401714239,4.849999245077862,4.899998417198648
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)CO,,,,,,,,,,,,,5.4,,,,,5.40000018605658,,,5.899998417198649
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,,,,,,,,4.170567566382402,,,,,,,,,,,,,
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@]1(C)C[C@@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,,,5.7,,,,,,
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,,,5.1,,,,,,
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@]1(C)C[C@H]1[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,,,5.7,,,,,,
COC(=O)[C@H](N)Cc1ccc(Cl)cc1,,,,,,,,,,,,5.5,,,4.5,,5.499999678657065,,,4.499999678657065,
COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,,,,,,,,,,,,5.5,,,5.1,,5.499999678657065,,,5.100000128334196,
COC(=O)[C@H]1C(=O)[C@H](C(=O)OC)[C@@H]2CC[C@H]1N2C,,,,,,,,,,,,6.1,,,,,,,,,
COC(=O)[C@H]1C(=O)[C@H](C(=O)OC)[C@@H]2CC[C@H]1N2C.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,6.100000128334196,,,,
COC(=O)[C@H]1C(=O)c2ccccc2O[C@@](C(=O)OC)(c2ccccc2)[C@@H]1c1ccccc1,,,,,,,,,,,,,,,5.400000000000001,,,,,5.40000018605658,
COC(=O)[C@H]1C(OC)[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@H]21,,,,,,,,,,,,,,,5.1,,,,,,
COC(=O)[C@H]1C[C@@H]1[C@H](N)c1ccccc1,,,,,,,,,,,,,,,4.8,,,,,4.800000874803203,
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,6.9,4.8,,4.6,,6.899998417198648,4.800000874803203,,4.59999938302362,5.499999678657065
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)Oc1ccc(F)cc1)c1ccccc1,,,,,,,,,,,,6.0,4.4,,4.8,,6.0,4.40000018605658,,4.800000874803203,4.40000018605658
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cc(C)nn1C)c1ccccc1,,,,,,,,,,,,4.7,4.4,4.6,5.2,,4.700000503883016,4.40000018605658,4.59999938302362,5.200000237109354,4.800000874803203
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cc(C)on1)c1ccccc1,,,,,,,,,,,,4.8,4.5,,4.8,,4.800000874803203,4.499999678657065,,4.800000874803203,4.700000503883016
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,4.8,4.4,,5.0,,4.800000874803203,4.40000018605658,,,5.100000128334196
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cccnc1)c1ccccc1,,,,,,,,,,,,4.9,,,5.3,,4.899998417198648,,,5.300000202445418,
COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1cnccn1)c1ccccc1,,,,,,,,,,,,4.8,,,5.1,,4.800000874803203,,,5.100000128334196,
COC(=O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,,4.4,4.5,5.599999999999999,,,,,5.59999938302362,
COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,,,,,,,,,,,,5.3,5.3,,4.9,,5.300000202445418,5.300000202445418,,4.899998417198648,5.59999938302362
COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,,,,,,,,,,,,5.4,5.0,,4.8,,5.40000018605658,5.0,,4.800000874803203,5.700000503883016
COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,5.9,4.4,,4.8,,5.899998417198648,4.40000018605658,,4.800000874803203,5.300000202445418
COC(=O)[C@H]1C[C@@H]2CC[C@@H](O)C[C@@H]2N1Cc1c(F)cccc1Cl,,,,,,,,,,,,,,,4.9,,,,,,
COC(=O)[C@H]1C[C@H]2CC[C@H](O)C[C@H]2N1CC1CC1,,,,,,,,,,,,,,,4.6,,,,,,
COC(=O)[C@H]1C[C@H]2CC[C@H](O)C[C@H]2N1Cc1c(F)cccc1Cl,,,,,,,,,,,,,,,4.9,,,,,,
COC(=O)[C@H]1[C@@H](c2ccccc2)[C@@]2(c3ccccc3)Oc3ccccc3[C@@]1(O)[C@@H]2O,,,,,,,,,,,,,,5.5,5.5,,,,,5.499999678657065,5.40000018605658
COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@H]1O,,,,,,,,,,,,,,,4.5,,,,,,
COC(=O)[C@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,,,,,,,,,,,,,,6.5,,,,,,,
COC(=O)[C@H]1[C@H](c2ccccc2)C(=O)[C@@]2(O)c3ccccc3O[C@@]12c1ccccc1,,,,,,,,,,,,,5.2,,5.5,,,5.200000237109354,,5.499999678657065,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,,,,,,,,,5.060031709448664,,5.910024277312271,,,,,,,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)COc2ccc(OC)cc2)[C@@H]1OC,,,,,,,,,4.560029756289291,4.660030100046487,5.660032085297399,,,,,,,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,,,,,,,4.468104029444957,4.599574268221785,4.9100313379205005,5.502382926988547,,,,5.4,,,,,,
COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,,,,,,,,,,,,4.9,,5.7,4.6,,4.899998417198648,,6.052174113351222,4.59999938302362,
COC(=O)[C@](C)(N)Cc1ccc(O)cc1,,,,,,,,,,,,,,,5.6,,,,,,
COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC=C1C=C(C(C)C)CC[C@@H]12,,,,,,,,4.3988649544426,4.648864911118024,,4.498865393540615,,,,,,,,,,
COC(=O)[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3C(=O)CC12,,,,,,,,,,,,,,,4.6,,,,,,
COC(=O)[C@]1(C)CC[C@@]2(C)CC[C@@]3(C)C4=CCc5c(cc(O)c(O)c5C)[C@]4(C)CC[C@@]3(C)C2C1,,,,,,,,,,,,,,,4.4,,,,,,
COC(=O)[C@]1(C)C[C@H]1[C@H](NC(=O)c1ccc(Br)cc1)c1ccccc1,,,,,,,,,,,,,,,4.7,,,,,,
COC(=O)[C@]1(C)C[C@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,4.9,,,,,,
COC(=O)c1[nH]c(C)c(/C(O)=C2\C(=O)C(=O)N(CCN(C)C)C2c2cccs2)c1C,,,,,,,,,,,,,,,,,,,,,4.849999245077862
COC(=O)c1[nH]c(C)cc1NC(=O)c1cc(-c2ccccc2)nc2c1c(C)nn2C,4.447046708,,,,,,,,,,,,,,,,,,,,
COC(=O)c1[nH]c(C)cc1NC(=O)c1ccc(N2CCC(C)=N2)cc1,4.175317817,,,,,,,,,,,,,,,,,,,,
COC(=O)c1[nH]c2cc(C)ccc2c1NC(=O)CN1CCCc2ccccc21,,,,,,,,,,,,5.2,4.95,4.6,5.0,,5.200000237109354,4.949999401714239,4.59999938302362,5.0,5.0
COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)CCN1CCSCC1,,,,,,,,,,,,5.85,4.65,,,,5.849999245077863,4.650000220873455,,,
COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1ccc2c(c1)OCO2,,,,,,,,,,,,5.6,5.45,4.65,5.1,,5.59999938302362,5.450000476425332,4.650000220873455,5.100000128334196,5.0
COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1nonc1C,,,,,,,,,,,,6.1,5.9,,5.15,,6.100000128334196,5.899998417198648,,5.149999867728904,
COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCCc2ccccc21,,,,,,,,,,,,5.3,6.05,,,,5.300000202445418,6.049999969853415,,,5.100000128334196
COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,,,,,,,,,,,,4.9,,6.0,4.85,,4.899998417198648,,6.0,4.849999245077862,4.800000874803203
COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)Oc1ccccc1,,,,,,,,,,,,7.2,5.05,,,,7.200000237109354,5.049999969853415,,,4.949999401714239
COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CN(C)CC1OCCO1,,,,,,,,,,,,4.85,4.85,,,,4.849999245077862,4.849999245077862,,,
COC(=O)c1[nH]c2ccccc2c1/C=C1\C(=O)NC(=O)N(c2ccc(OC)cc2)C1=O,,,,,,,,,,,,,5.9,4.85,4.6,,,,,,
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccc(OCc3ccccn3)cc2c(=O)n1-c1ccc(N)cc1,,,,,,,,,,,,,5.4,,6.400000000000001,,,5.40000018605658,,6.40000018605658,5.0
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,,,,,,,,,,,,,4.75,4.5,5.1000000000000005,,,4.749998900111134,4.499999678657065,5.15294164612872,4.40000018605658
COC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)Cc1ccc(OC)c(OC)c1,,,,,,,,,,,,4.95,6.35,,5.75,,4.949999401714239,6.349999603463148,,5.749999855918706,5.849999245077863
COC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1ncnc2sc(C)c(C)c12,,,,,,,,,,,,,5.9,,5.05,,,5.899998417198648,,5.049999969853415,6.0
COC(=O)c1c(-n2c(C)cc(C=O)c2C)sc2c1CCCC2,,,,,,,,,,,,5.3,5.95,,5.15,,5.300000202445418,5.949999401714238,,5.149999867728904,6.100000128334196
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,,,,,,,,6.398918272215977,4.448864857638396,,5.698861444284984,,,,,,,,,,
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,,,,,,,,,,,,6.6,5.6,4.4,6.2,,6.59999938302362,,,6.0,
COC(=O)c1c(C)[nH]c(O)c1/C=N/c1ccc(C(C)C)cc1,,,,,,,,,,,,5.25,4.55,,4.55,,,,,,
COC(=O)c1c(C)[nH]c(O)c1C=Nc1ccc(C(C)C)cc1,,,,,,,,,,,,,,,,,5.250000251143582,4.550000451689026,,4.550000451689026,4.59999938302362
COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,,,,,,,,,,,,,,,5.6,,,,,,
COC(=O)c1c(C)cc(O)c(C)c1O,,,,,,,,6.598944274228156,,4.498865393540615,4.248864914695038,,,,,,,,,,
COC(=O)c1c(C)cc(O)cc1O,,,,,,,,,,,,,,,4.9,,,,,,
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,,,,,,,,,,,,,,,4.9,,,,,,
COC(=O)c1c(C)cc(OC)cc1O,,,,,,,,,,,,,,,4.4,,,,,,
COC(=O)c1c(C)ccc2c(O)c3c(cc12)C(=O)c1c2c(cc(O)c1C3=O)[C@@]1(C)O[C@@](C)(O2)[C@@H](O)[C@H](N(C)C)[C@H]1O,,,,,,,,,,,,5.3,5.6,,,,5.300000202445418,5.59999938302362,,,5.40000018605658
COC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,,,,,,,,,,,,7.3,5.55,4.8,5.1,,7.300000202445418,5.550000451689026,4.800000874803203,5.100000128334196,6.499999678657065
COC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3ccccc3)cc12,,,,,,,,,,,,4.95,5.6,7.45,5.15,,4.949999401714239,5.59999938302362,7.450000476425332,5.149999867728904,6.200000237109354
COC(=O)c1c(CN(CC2CCCC(C)C2)OC)nn2c1CCCC2,,,5.134718152,4.870506967,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNC(=O)C2(Sc3ccc(Br)cc3)CC2)nn2c1CCCC2,,,,5.138354168,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNC(=O)C2CCC(OCC3CCC3)CC2)nn2c1CCCC2,,,,4.669401365,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNC(=O)NC2CC(F)(F)C2)nn2c1CCCC2,,,,3.393549403,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNC(=O)NC2CCCCC2)nn2c1CCCC2,,,,4.024870125,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNC(=O)c2cnnn2-c2ccccc2)nn2c1CCCC2,,,5.05527136,,,,,,,,,,,,,,,,,,
COC(=O)c1c(CNS(=O)(=O)c2ccc(F)c(C(=O)N3CCCC3)c2)nn2c1CCCC2,3.955306943,4.402859193,,,,,,,,,,,,,,,,,,,
COC(=O)c1c(COc2ccc(C3CC3)cc2Cl)nn2c1CCCC2,5.532844648,5.586979483,2.04733052,,,,,,,,,,,,,,,,,,
COC(=O)c1c(CSc2cc(F)c(F)c(F)c2)nn2c1CCCC2,,,,5.172487858,,,,,,,,,,,,,,,,,
COC(=O)c1c(CSc2cc(F)ccc2F)nn2c1CCCC2,,,,4.788202948,,,,,,,,,,,,,,,,,
COC(=O)c1c(CSc2ccc(F)cc2Br)nn2c1CCCC2,,,,5.470744555,,,,,,,,,,,,,,,,,
COC(=O)c1c(CSc2nncn2C2CC2)nn2c1CCCC2,,,,4.538755025,,,,,,,,,,,,,,,,,
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,,,,,,,,6.873762326994784,,4.498865393540615,,,,,,,,,,,
COC(=O)c1c(NC(=O)C(C)(C)C)sc2c1C(C(=O)OC)CC2,,,,,,,,,,,,6.1,4.7,,,,6.100000128334196,4.700000503883016,,,4.849999245077862
COC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc(C)c1C,,,,,,,,,,,,5.0,4.75,4.6,5.45,,5.0,4.749999855918706,4.59999938302362,5.450000476425332,4.949999401714239
COC(=O)c1c(NC(=O)Cn2cc([N+](=O)[O-])cn2)sc2c1CCC2,,,,,,,,,,,,5.9,5.45,,4.85,,5.899998417198648,5.450000476425332,,4.849999245077862,5.499999678657065
COC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC2,,,,,,,,,,,,6.05,5.55,,4.4,,6.049999969853415,5.550000451689026,,4.40000018605658,5.349999603463148
COC(=O)c1c(NC(C)=O)sc(Cc2ccccc2)c1C,,,,,,,,,,,,5.8,5.0,4.6,4.85,,5.800000874803203,5.0,4.59999938302362,4.849999245077862,5.349999603463148
COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,,,,,,,,,,,,,,,5.8,,,,,,
COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(OC(C)=O)c(Cl)c(C)c1C(=O)O2,,,,,,,,,,,,,,,4.8,,,,,,
COC(=O)c1c[nH]nc1NC(=S)Nc1ccccc1C,,,,,,,,,,,,5.7,4.85,,5.85,,,,,,
COC(=O)c1cc(-c2ccc3ccccc3c2)[nH]c(=O)c1C#N,,,,,,,,,,,,6.1,,,,,6.100000128334196,,,,
COC(=O)c1cc(-c2ccccc2)sc1NC(=O)CN1C(=O)c2ccccc2C1=O,,,,,,,,,,,,6.15,5.55,,4.5,,6.149999867728904,5.550000451689026,,4.499999678657065,5.149999867728904
COC(=O)c1cc(-c2csc(NC(=O)c3ccc(OC)cc3)n2)c[nH]1,,,,5.785632915,,,,,,,,,,,,,,,,,
COC(=O)c1cc(/C=C/c2ccccc2)on1,,,,,,,,,,,,5.7,,,,,5.700000503883016,,,,4.450000476425332
COC(=O)c1cc(=O)[nH]c(=O)[nH]1,,,,,,,,,,,,5.1,,,,,5.100000128334196,,,,
COC(=O)c1cc(=O)n(C2CC2)/c(=N/C2CC2)s1,,,,,,,,,,,,5.7,,,,,,,,,
COC(=O)c1cc(=O)n(C2CC2)c(=NC2CC2)s1,,,,,,,,,,,,,,,,,5.700000503883016,,,,
COC(=O)c1cc(Br)c(=O)n(CCN2CCCC2)c1,,,,,,,,,,,,4.9,4.4,4.75,,,4.899998417198648,4.40000018605658,4.749999855918706,,4.40000018605658
COC(=O)c1cc(Br)c(=O)n(CCc2ccc(O)cc2)c1,,,,,,,,,,,,5.0,4.9,,4.8,,,,,,
COC(=O)c1cc(Br)c(=O)n(CCc2ccc(O)cc2)c1.Cl,,,,,,,,,,,,,,,,,5.0,4.899998417198648,,4.800000874803203,5.450000476425332
COC(=O)c1cc(C#N)c(Oc2ccc(OC)cc2)nc1C,,,,,,,,,,,,5.35,4.85,4.85,4.85,,5.349999603463148,4.849999245077862,4.849999245077862,4.849999245077862,4.749999855918706
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1.[Na+],,,,,,,,4.205640239035108,,,,,,,,,,,,,
COC(=O)c1cc(C(=O)c2ccc(Cl)cc2Cl)cn1C,,,,,,,,,,,,5.6,,,,,5.59999938302362,,,,5.250000251143582
COC(=O)c1cc(C(=O)c2cccc(Cl)c2Cl)cn1C,,,,,,,,,,,,5.1,,,,,5.100000128334196,,,,5.899998417198648
COC(=O)c1cc(C)nc(N2C[C@H]3C[C@H]3[C@H]2c2ccccc2)n1,5.627750905,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(CNC2CCC(C)(C)c3ccccc32)[nH]c1C,,,6.337925372,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(CN[C@H]2C[C@H](c3ccccc3C)C2)c[nH]1,,,5.9466183,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,,,,,,,,5.660032085297399,,,,,,,,,,,,,
COC(=O)c1cc(Cl)cc(Cl)c1,,,,,,,,4.173145464019715,,,,,,,,,,,,,
COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F,,,,,,,,5.96003097313254,,,,,,,,,,,,,
COC(=O)c1cc(Cl)ccc1OC,,,,,,,,5.26003230324049,,,,,,,,,,,,,
COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],,,,,,,,5.148864004988426,,4.198864633756791,,,,,,,,,,,
COC(=O)c1cc(NC(=O)/C=C/c2ccc3c(c2)OCO3)cc(C(=O)OC)c1,,,,,,,,,,,,4.9,6.9,,6.1,,4.899998417198648,6.899998417198648,,6.100000128334196,4.899998417198648
COC(=O)c1cc(NC(=O)CC2NC3CCCCC3NC2=O)cc(C(=O)OC)c1,,,,,,,,,,,,,4.9,,4.55,,,4.899998417198648,,4.550000451689026,
COC(=O)c1cc(NC(=O)Cc2cc(C)[nH]n2)cc2[nH]ccc12,,,,4.197104865,,,,,,,,,,,,,,,,,
COC(=O)c1cc(NC(=O)N2c3ccccc3Sc3ccccc32)cc(C(=O)OC)c1,,,,,,,,,,,,5.5,5.45,,5.1,,5.499999678657065,5.450000476425332,,5.100000128334196,5.0
COC(=O)c1cc(NS(=O)(=O)c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)cc(C(=O)OC)c1,,,,,,,,,,,,4.8,6.2,5.0,5.7,,4.800000874803203,6.200000237109354,5.0,5.700000503883016,5.59999938302362
COC(=O)c1cc(NS(=O)(=O)c2ccc(N3CCCCCC3)c([N+](=O)[O-])c2)cc(C(=O)OC)c1,,,,,,,,,,,,4.85,5.65,4.9,5.2,,4.849999245077862,5.650000220873455,4.899998417198648,5.200000237109354,5.250000251143582
COC(=O)c1cc(OC)c(=O)c2c(OC)c(OC)ccc2c1,,,,,,,,,,,,,,,4.4,,,,,,
COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccc(C)cc1,,,,,,,,,,,,5.75,5.1,,5.8,,5.749999855918706,5.100000128334196,,5.800000874803203,5.749999855918706
COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,,,,,,,,,,,,5.75,4.7,,4.8,,5.749999855918706,4.700000503883016,,4.800000874803203,5.499999678657065
COC(=O)c1cc(OC)c(OC)cc1NC(=S)N1CCCCC1,,,,,,,,,,,,5.8,,,5.4,,5.800000874803203,,,5.40000018605658,5.200000237109354
COC(=O)c1cc(OC)c(OC)cc1NC(=S)N1CCN(C)CC1,,,,,,,,,,,,4.95,,,4.85,,4.949999401714239,,,4.849999245077862,
COC(=O)c1cc(OC)c(OC)cc1NC(=S)Nc1cccc(Cl)c1,,,,,,,,,,,,6.3,,,5.35,,6.300000202445418,,,5.349999603463148,4.949999401714239
COC(=O)c1cc(OC)ccc1-c1ccc(OC)cc1,,,,,,,,,,,,5.1,4.65,4.75,,,5.100000128334196,4.650000220873455,4.749999855918706,,5.049999969853415
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],,,,,,,,4.698865786166042,5.148864004988426,4.598864942530007,,,,,,,,,,,
COC(=O)c1cc(S(=O)(=O)NC2CCCc3ccccc32)cn1C,4.88734002,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(S(=O)(=O)NCC(C)c2nccs2)[nH]n1,,,4.16467666,,,,,,,,,,,,,,,,,,
COC(=O)c1cc2c(ccn2-c2ccc(F)cc2)n1C(C)C,,,,,,,,,,,,6.0,4.65,,4.6,,6.0,4.650000220873455,,4.59999938302362,5.700000503883016
COC(=O)c1cc2c(ccn2-c2ccc(F)cc2)n1CC(C)C,,,,,,,,,,,,6.3,5.0,,,,6.300000202445418,5.0,,,5.499999678657065
COC(=O)c1cc2c(cn1)[nH]c1ccccc12,,,,,,,,,,,,6.2,,,4.8,,6.200000237109354,,,,5.40000018605658
COC(=O)c1cc2c(s1)N=C(c1ccccc1)N(C)P2(=O)N1CCOCC1,,,,,,,,,,,,5.6,,,,,5.59999938302362,,,,
COC(=O)c1cc2n(n1)CCN(Cc1ccc(OC)cc1)C2=O,,,,,,,,,,,,4.65,,,,,4.650000220873455,,,,4.550000451689026
COC(=O)c1cc2n(n1)CCN(Cc1ccccc1F)C2=O,,,,,,,,,,,,4.8,5.0,,,,4.800000874803203,5.0,,,5.300000202445418
COC(=O)c1ccc(-c2cn(CC(N)C(C)C)nn2)cc1,,,4.33515324,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(-c2nc3ncccc3n2C)cc1Br,4.883194592,3.774066435,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(-n2c(C)cc(C(=O)CSc3ccc(NC(C)=O)cc3)c2C)cc1,,,,,,,,,,,,,,,,6.0402314575,,,,,
COC(=O)c1ccc(-n2cncn2)c(F)c1,,,,,,,,,,,,6.15,4.85,,5.1,,6.149999867728904,4.849999245077862,,5.100000128334196,5.149999867728904
COC(=O)c1ccc(/C=N\NC(=O)c2ccc(C)cc2Cl)cc1,,,,,,,,,,,,5.0,5.05,,5.45,,5.0,5.049999969853415,,5.450000476425332,5.300000202445418
COC(=O)c1ccc(C#CC(NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,,,,,,,,,,,4.7,5.0,,,,4.700000503883016,5.0,,,4.700000503883016
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)N(C)C)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.0,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)N(C)Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.8,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCCN2CCCC2)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.0,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCCc2c[nH]c3ccccc23)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.5,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2cc(C)n(C)n2)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.7,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.2,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccccc2)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,5.3,,,,,,
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)N[C@H](C)CO)NC(=O)OCc2ccccc2)cc1,,,,,,,,,,,,,,,4.8,,,,,,
COC(=O)c1ccc(C(=O)N[C@@H]2C[C@@H]2F)cc1C(F)(F)F,5.157979098,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(C(=O)N[C@H]2CC[C@H]2c2ccccc2)n1C,,4.98591391,5.63901553,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(C(=O)Nc2nc(-c3ccccc3C)cs2)c(F)c1,6.090674255,,,,,,,,,,,,,,,,,,,,
