SMILES,pic50_cyp2c9,pic50_cyp2d6,pic50_cyp3a4,censored_cyp2c9,censored_cyp2d6,censored_cyp3a4
CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,6.619788758288394,,,False,
O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1CCCCC1,,5.356547323513812,,,False,
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc2c(cc1Br)OCO2,,,5.657577319177793,,,False
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,5.481486060122113,,4.698970004336019,False,,False
Nc1cc(CN2CCC(F)(C(=O)N3CCC(N4Cc5ccccc5-c5ccccc5C4)CC3)CC2)ccn1,,6.522878745280337,4.7447274948966935,,False,False
Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,5.060480747381382,,,False,,
CS(=O)(=O)c1ccc(CN(C(=O)C2CCCC2)c2cc(F)cc(-c3nnn[nH]3)c2)cc1,5.130768280269024,,,False,,
CCC(=O)N(Cc1cccc(OC(C)C)c1)c1cc(F)cc(-c2nnn[nH]2)c1,6.468521082957745,,,False,,
CN1CCN(C(=O)[C@H](COCc2ccccc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,,,5.657577319177793,,,False
CC(C)c1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,,,6.431798275933005,,,False
CCOC1(c2ccc(OC)cc2)Sc2ccccc2-n2c1noc2=O,4.928117992693874,,,False,,
c1cc([C@H]2CC[C@H](N3CCOCC3)CC2)ccc1OCCCN1CCCCC1,4.356547323513812,,4.1791420105603,False,,False
O=C(Nc1ccn(-c2cn(Cc3cccc(C(F)(F)F)c3)cn2)c(=O)c1)c1cscn1,5.6777807052660805,,5.721246399047171,False,,False
CC(C)(C)OC(=O)N[C@H](Cc1cc(F)ccc1Cl)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,,,5.698970004336019,,,False
O=C(N[C@H](Cc1ccccc1)CN(Cc1ccccc1)C[C@@H](Cc1ccccc1)NC(=O)OCc1nccs1)OCc1cncs1,,,7.060480747381382,,,False
CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,,,4.795880017344075,,,False
CCCc1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,,,4.795880017344075,,,False
Clc1ccc(Sc2ccccc2N2CCNCC2)cc1,4.508638306165727,6.3979400086720375,5.167491087293763,False,False,False
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3cccc(CN4CCN(C)CC4)c3)ncn2)c1Cl,,,6.301029995663981,,,False
CC(C)(CC(O)(Cc1cc2cc(S(C)(=O)=O)ncc2[nH]1)C(F)(F)F)c1ccccc1S(N)(=O)=O,,,4.823908740944319,,,False
CN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc21,,,6.6020599913279625,,,False
N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F,,5.2839966563652006,,,False,
COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,,,4.823908740944319,,,False
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,4.8696662315049934,,,False,,
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,,,5.585026652029182,,,False
O=c1cc(-c2ccc(Cl)cc2Cl)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,,,5.769551078621726,,,False
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3F)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,,,5.1938200260161125,,,False
N#Cc1ccc(CCNC(=O)[C@@H]2CCCN(c3cc(N4CCN(C5COC5)CC4)nc(C(F)(F)F)n3)C2)cc1,,,5.958607314841775,,,False
CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3Cl)n21,,,4.928117992693874,,,False
C=Cc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,,,5.346787486224656,,,False
ON=Cc1ccc(-c2cccnc2)o1,4.0,,,True,,
CC(C)(C)OC(=O)N[C@H](Cc1c(F)ccc(F)c1F)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,,,5.4089353929735005,,,False
C[C@@H]1CN(C(=O)Nc2ccccc2)c2ccc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)cc2O1,4.853871964321762,,,False,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,4.863279432843593,,,False,
CC(=O)N1CCN(C2CCN(c3cc(C)c4nc(-c5c(NC[C@@H](O)c6cccc(Cl)c6)cc[nH]c5=O)[nH]c4c3)CC2)CC1,,,9.096910013008056,,,False
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](CCCO)(c2ccc(F)cc2)OC1=O,4.609064892896621,,,False,,
NCc1ccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)cc1,,,5.040958607678906,,,False
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O,,,4.58838029403677,,,False
C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,,,5.583359492661719,,,False
Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,,4.401209493236885,,,False,
CCc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1,5.853871964321762,,,False,,
Cc1nnc2sc(C(=O)NCc3ccc(-c4ccncc4)cc3)c(N)c2c1C,,,6.468521082957745,,,False
CC1CC(C(=O)Nc2nc3ccc(Cl)cc3s2)CC(C)(C)C1,,6.698970004336019,,,False,
CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,,,5.0,,,False
COc1cc(-c2cc(F)cc(F)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,5.086186147616283,,,False,,
O=C(C1CCN(c2ccncc2)CC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(-c3ccc(Cl)s3)s2)C1,5.8326826652518236,5.098541678603888,6.0,False,False,False
Oc1ccc(-c2ccc3c(c2)CCCC3c2ccncc2)cc1F,,,5.4703130462270835,,,False
COc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,,4.787572667273409,,,False,
Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3cccnc3)n2)nc1,4.6777807052660805,,,False,,
Cc1cccc(C)c1CNc1cc(-n2ccccc2=O)cn2c(C)c(C)nc12,,4.013228265733755,,,False,
Cc1cc(C)cc(COc2ccc(N(CCN)C(=O)c3ccc(Cl)cc3Cl)cc2)c1,,,8.522878745280337,,,False
Cn1c(N2CCOC(C3CCC3)C2)nc(-c2ccncc2F)cc1=O,,4.423658649794207,,,False,
O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,,,4.508638306165727,,,False
O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,,,4.6020599913279625,,,False
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,5.102372908709558,,5.0,False,,False
COc1cccc([C@@H]2CCO[P@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)c1,,,6.568636235841012,,,False
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(N5CCCC5)nc4)cc23)c1F,5.301029995663981,,,False,,
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,,,5.236572006437063,,,False
Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1,,,7.0,,,False
NCc1ccc(-c2cnccc2-c2ccoc2)o1,,,4.619788758288394,,,False
CN(C)Cc1cc2c([nH]c(=O)c3cccc(O)c32)s1,,4.0,,,True,
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)C(C)CC2(C)C,,,5.823908740944319,,,False
O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1,5.657577319177793,5.026872146400302,4.835647144215563,False,False,False
CCOC1(c2ccc(OC)cc2)SC=C(C)n2c1noc2=O,4.866461091629782,,4.7121982700697735,False,,False
COc1cccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)c1,,7.0,,,False,
c1ccc(C2CNCCN2c2ccc3[nH]ncc3c2)cc1,,6.522878745280337,,,False,
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Br)c1,,,4.3979400086720375,,,False
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,,4.800000052738446,,,False,
Cc1cc(N2CC[C@@H](N)C2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,,4.7447274948966935,,,False
CC(F)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,5.4089353929735005,,,False,
Cc1ccc(C(=O)/N=C(\Nc2ccc3oc(C)cc3c2)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)cn1,5.045757490560675,,5.154901959985743,False,,False
OC1(c2ccncc2)CCc2cc(-c3ccc(F)cc3)ccc21,,,5.490663041982356,,,False
NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(F)cc1,,,7.130768280269024,,,False
Nc1ccc(-c2cccnc2)s1,5.6777807052660805,,,False,,
CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCC[C@H]3CO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,,,5.045757490560675,,,False
O=C(C(O)c1ccc(Br)cc1)N1CCC(Nc2ccc3[nH]ncc3c2)CC1,,,5.455931955649724,,,False
CC(=O)Nc1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCC[C@@H](N)C2)c1,,5.292429823902063,,,False,
N[C@@H](Cn1c(=O)c(-c2ccc(CSCC(=O)O)cc2)cn(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,,,4.795880017344075,,,False
Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,,4.804100347590766,,,False,
COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc21,,6.161150909262744,,,False,
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCCO)(c2ccccc2)OC1=O,5.6020599913279625,,4.958607314841775,False,,False
Oc1cccc(-c2ccc(-c3ccc(O)c(F)c3)s2)c1,,5.823908740944319,6.086186147616283,,False,False
C[C@@H]1CN(c2cccnc2C#N)CCN1C(=O)C12CC3CC(CC(C3)C1)C2,,,5.154901959985743,,,False
Cc1c(-c2cccc(OCCCCC(=O)O)c2F)c(=O)n(C[C@@H](c2ccccc2)N(C)C)c(=O)n1Cc1c(F)cccc1C(F)(F)F,,,4.376750709602099,,,False
Fc1ccccc1N(Cc1ccc(Cl)cc1)C1CNC1,,,5.438898616350944,,,False
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,5.769551078621726,,,False,,
COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12,,4.886056647693163,5.221848749616356,,False,False
O=C(/C=C/c1cccnc1)c1cccc(Br)c1,,5.096910013008056,,,False,
CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,,5.055293117978645,,,False,
CC(C)C[C@H](N)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,,,6.657577319177793,,,False
FC(F)(F)c1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,,4.522878745280337,,,False,
CC(=O)N1CCN(c2nc3c(c(N(C)Cc4cc5ccccc5cn4)n2)CN(C(C)C)C3=O)CC1,5.154901959985743,,,False,,
O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1CCC(CNS(=O)(=O)C(F)(F)F)(c2ccccc2)CC1,6.522878745280337,,,False,,
Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,,,4.657577319177793,,,False
Cc1cccc(C)c1CNc1cc(-c2ccco2)cn2c(C)c(C)nc12,,5.657577319177793,5.782516055786093,,False,False
COc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cc(F)ccc4F)c3F)c12,5.301029995663981,,5.301029995663981,False,,False
N[C@@H](Cc1ccccc1)C(=O)N1CCC(Nc2ccc3[nH]ncc3c2)CC1,,,6.0,,,False
CCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,,5.809668301829708,,,False,
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1OC(F)(F)F)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,,,5.886056647693163,,,False
COC(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,5.958607314841775,4.958607314841775,,False,False,
Cc1cccc(C)c1CNc1cc(-n2cccn2)cn2c(C)c(C)nc12,,4.958607314841775,,,False,
Cc1nc2ccc(C(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)cc2o1,,,7.2839966563652006,,,False
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,,4.180456064458131,,,False,
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)(F)F)cccc21,,,4.3979400086720375,,,False
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCN5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,6.154901959985743,,,False,,
CCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3Cl)nc2c1,5.3979400086720375,4.7447274948966935,5.42021640338319,False,False,False
Cc1c(C)n(C[C@H]2C[C@@H]2C)c2c(OCc3ccc(F)cc3)nncc12,6.096910013008056,5.356547323513812,,False,False,
Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl,,,4.485452247339714,,,False
NCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,,,5.552841968657781,,,False
CC(C)c1nc(C(=O)NC2CCN(C(C)C)CC2)c2ccccn12,,4.297569463554475,6.698970004336019,,False,False
COc1ccc2c(OCC(O)CNC(C)C)cccc2c1,,5.075720713938118,,,False,
CN([C@@H]1CCc2c(CC(=O)O)c3ccccn3c2C1)S(=O)(=O)c1ccc(F)cc1,4.769551078621726,,,False,,
CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1,,5.508638306165727,,,False,
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,9.301029995663981,7.958607314841775,,False,False,
CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(OC)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,,,5.045757490560675,,,False
O=C(O)c1cnncc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,4.769551078621726,,4.920818753952375,False,,False
C[C@@H](c1ccc(OC(F)F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,4.609064892896621,,,False,,
COc1cccc(N2C(=O)N(Cc3ccccc3F)C3(CCN(Cc4ccc(-c5cccnc5)cc4)CC3)C2=O)c1,,,5.958607314841775,,,False
N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2c(Cl)cccc2c1=O,,,6.886056647693163,,,False
N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,,5.3124710387853655,,,False,
COc1cc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc(OC)c1OC,,,5.721246399047171,,,False
CNC(=O)CCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,,,5.050609993355087,,,False
Nc1c(F)cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc1OC(C(F)(F)F)C(F)(F)F,,,5.036212172654444,,,False
O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1F,,,6.823908740944319,,,False
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(N3CCN(C)CC3)oc2c1,,,7.036212172654444,,,False
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)CO)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,6.154901959985743,,,False
O=C1NCCC12CCN(c1c(Cl)cncc1-c1ccc(N3CCOCC3)cc1)CC2,5.537602002101044,,5.6777807052660805,False,,False
Cn1c(=O)n(-c2cc(-c3ccc(F)cc3F)nc3[nH]ccc23)c2ccncc21,,,5.40000018605658,,,False
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CCO)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,4.638272163982407,,,False,
Oc1ccc2cc(-c3ccc(Cc4ccncc4)cc3)ccc2c1,,,5.943095148663527,,,False
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(S(C)(=O)=O)cc2)c2ccccc2N(Cc2c(OC)ccc3cc(Br)ccc23)C1=O,,,5.698970004336019,,,False
CC(C)NC[C@@H](O)COc1ccc(-c2ccccc2)c2ccccc12,,4.6777807052660805,,,False,
CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)[C@@H](CN1CCOCC1)c1ccc(-c2ccccc2)cc1,,,5.337242168318426,,,False
O=C(CCc1ncc(-c2ccc(O)cn2)s1)Nc1ccccc1C(=O)O,5.376750709602099,,,False,,
N[C@@H](Cn1c(=O)c(-c2ccc(CO)cc2)cn(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,,,6.096910013008056,,,False
COc1ccc2[nH]c(SCc3ccccc3)nc2c1,5.011887159731648,6.920818753952375,,False,False,
Cn1c(=O)c2cc(O)ccc2c2ccc(CCC(=O)Nc3ccccc3C(=O)O)cc21,5.327902142064282,,,False,,
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCN5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,,,5.6777807052660805,,,False
Cc1cc(C[C@@H](NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2nn[nH]c12,,,5.136677139879544,,,False
c1cnc2c(Nc3ccc4cnccc4c3)n[nH]c2c1,5.8696662315049934,5.400116927926312,,False,False,
COC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,5.130768280269024,,,False,
Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,,,5.200659450546418,,,False
CC(C)N1CCC[C@H]1CNC(=O)c1cn(C2CCCC2)c(=O)c2c1c1ccccc1n2C,,5.410050398674292,4.995678626217357,,False,False
COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,,,5.619788758288394,,,False
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,,,5.1938200260161125,,,False
c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1cc2ccccc2cn1,,5.528708288941061,,,False,
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(C)=O,,,4.84163750790475,,,False
CN(C(=O)CNc1ccc(C#N)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,5.6020599913279625,,,False,
COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1O,,4.010105436281227,,,False,
O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCC1,,,5.721246399047171,,,False
FC1(F)CCN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,,5.123032032567415,,,False,
O=S(=O)(Nc1ccc(-c2ccco2)cc1)c1cc(Cl)cc(Cl)c1,,,4.886056647693163,,,False
CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CS(N)(=O)=O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,6.301029995663981,,,False
N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,,,4.0,,,True
CCCCC(=O)N(Cc1ccc2c(c1)OCCO2)c1cccc(-c2nnn[nH]2)c1,6.1938200260161125,,,False,,
N#Cc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,,,5.6020599913279625,,,False
NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1cc(F)c(F)cc1F,,7.008773924307505,,,False,
Cc1cc(/C=C2\CC/C(=C\c3cc(C)c(O)c(C)c3)C2=O)cc(C)c1O,4.0,,,True,,
CC(C)(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,6.356547323513812,4.795880017344075,,False,False,
COc1ccc(-c2cc(C)c3nc(-c4c(N[C@H](CO)Cc5ccccc5)cc[nH]c4=O)[nH]c3c2)cc1,4.958607314841775,,5.167491087293763,False,,False
O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,5.380000399499541,4.2699999970646445,5.0,False,False,False
O=C(c1c(F)ccc(NS(=O)(=O)c2cc(F)ccc2F)c1F)c1c[nH]c2nccc(Cl)c12,,,5.301029995663981,,,False
CC(C)(c1cc(-c2cccc(-c3ccc(CCC(=O)O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,5.008773924307505,,,False,,
Clc1cc(Cl)c(Cl)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1,,5.700000503883016,,,False,
N[C@@H](CC(=O)N1CCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,,,6.0,,,False
O=C([C@H](c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,,,4.7827155479829,,,False
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,,6.708187312532881,,,False,
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,,4.522878745280337,6.0655015487564325,,False,False
Oc1cccc(-c2ccc(-c3cccc(O)c3)cc2)c1,,,5.6777807052660805,,,False
COCCCN1C(=O)COc2ccc(SC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,,,7.853871964321762,,,False
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,4.2839966563652006,6.522878745280337,,False,False,
Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,,4.73754891026957,,,False,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(NC3CCN(C)CC3)oc2c1,,,5.568636235841012,,,False
O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,,,4.6777807052660805,,,False
Cc1nc2c(N[C@H]3CCc4ccccc43)cc(-n3ccccc3=O)cn2c1C,5.6020599913279625,,4.443697499232712,False,,False
CC(C)(Cc1cc2ccccc2[nH]1)NCC(O)COc1ccccc1S(C)(=O)=O,,6.958607314841775,,,False,
O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(Cl)c1,4.7447274948966935,4.301029995663981,,False,False,
COc1ccc2[nH]c(SCc3ccc(C(C)C)cc3)nc2c1,5.465973893943865,5.688246138944246,5.078833949362261,False,False,False
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)O)cc1,4.800000052738446,,,False,,
CC(C)(C(N)=O)N1CCN(Cc2cc3nc(-c4cc(F)cc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,,,6.292429823902063,,,False
O=C(CCc1cnc(-c2ccc(O)cc2Cl)s1)Nc1ccccc1C(=O)O,5.552841968657781,,,False,,
Cc1ccc(F)cc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(C(=O)[C@H](C)O)C1,4.958607314841775,,,False,,
COc1cc(N2C(=O)N(c3ccc(-c4ccc5nc[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,4.522878745280337,,4.7447274948966935,False,,False
N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1,,5.3872161432802645,,,False,
CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](c4cc(F)cc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,,,6.3979400086720375,,,False
Cc1cc(N2CCC(OCCO)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,,,8.886056647693163,,,False
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)c2ccccc2N(Cc2c(OC)ccc3ccccc23)C1=O,,,5.823908740944319,,,False
CN[C@@H](Cn1c(=O)c(-c2cccc(OCCCNCC(=O)O)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,,,4.481486060122112,,,False
O=C(NCc1ccc(NS(=O)(=O)C2CCCC2)cc1)c1cc2cnccc2[nH]1,6.443697499232712,,,False,,
Cn1nnnc1-c1cc(NC(=O)NCCCN2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(C(C)(C)C(=O)O)c1,,4.657577319177793,,,False,
CN1CCN(C(=O)c2cnc(O)nc2Oc2cc(Cl)ccc2Cl)c2ccccc21,,,6.585026652029182,,,False
